id,term_en,term_local,language,category,definition_local,definition_en,example_local,example_en,version
am-047,Know Your Customer,ደንበኛህን-ዕወቅ,am,,‹ደንበኛህን-ዕወቅ› ማለት፤ የፋይናንስ ተቋማት የተገልጋዮቻቸውን ማንነት ወይም መለያ የሚያጣሩበት ሂደት ነው፡፡ ይህም አገልግሎት መስጠት ከመጀመራቸው በፊት እንደ ስም፣ የመታወቂያ ቁጥር፣ እና አድራሻ የመሳሰሉ መሠረታዊ መረጃዎችን በመያዝ፤ ማጭበርበርን፣ የሕገ-ወጥ ገንዘብ እጥበትን፣ እና ሌሎች የሕግ ጥሰቶችን የመከላከል ሥራ ለማገዝ ነው፡፡,"KYC is the process used by financial institutions to verify the identity of their users. It helps prevent fraud, money laundering, and other illegal activities by collecting basic information like name, ID number, and address before offering services.",አንድ ተጠቃሚ የሞባይል-ዋሌት ሒሳብ ለመክፈት ወይም ለመመዝገብ፤ አገልግሎት ሰጪው ባስቀመጠው ቅድመ-ሁኔታ መሠረት፤ የፋይዳ መታወቂያውን እንዲሁም ራሱን በራሱ ያነሣውን ጉርድ ፎቶውን፤ በእጅ ስልኩ ላይ ባለው መተግበሪያ ላይ ጫነ፡፡ የተጠቀሰው ቅድመ-ሁኔታ፤ አገልግሎት ሰጪው የተጣለበትን ‹ደንበኛህን-ዕወቅ› የሚለውን የሕግ ግዴታ ለመሟላት ነበር፡፡ በዚህ መሠረት ተጠቃሚው የሞባይል-ዋሌት ሒሳብ ለመክፈት ችሏል፡፡,A user uploads their national ID and takes a selfie through a mobile app to complete KYC and activate their digital wallet.,1.0
am-048,Loans,ብድር,am,Product/Instrument,ብድር ማለት፤ ከፋይናንስ ተቋም ወይም ከፋይናንስ አገልግሎት ሰጪ የሚወሰድ እና ከጊዜ በኋላ መልሶ መከፈል (አብዛኛውን ጊዜ ከእነ ወለዱ) ያለበት ገንዘብ ነው፡፡ ተጠቃሚዎች በእጃቸው ላይ በቂ ገንዘብ ከሌላቸው፤ ብድሩ ወጪያቸውን ለመሸፈን ወይም ለመልካም አጋጣሚዎች ለማዋል ይረዳቸዋል፡፡,"A loan is money borrowed from a financial institution or provider that must be paid back over time, usually with interest. Loans help users cover expenses or invest in opportunities when they don’t have enough money upfront.",አንድ የአነስተኛ ኢንተርፕራይዝ ባለቤት በዲጂታል የብድር መተግበሪያ አማካኝነት ብድር ከወሰደ በኋላ፤ ተመላሽ ብድሩን በሞባይል-ገንዘብ በተከታታይ ወራት ከፍሎ ጨረሰ፡፡,A small business owner borrows money through a digital lending app and repays it in monthly installments using their mobile money.,1.0
am-049,Microfinance,"አነስተኛ የፋይናንስ ሥራ (as in microfinance business)
አነስተኛ የፋይናንስ ተቋም (as in microfinance institution)",am,Role/Actor,አነስተኛ የፋይናንስ ተቋም (ማይክሮፋይናንስ) ማለት፤ መደበኛ የባንክ አገልግሎት ማግኘት ላልቻሉ እና ዝቅተኛ ገቢ ላላቸው ግለሰቦች ወይም አነስተኛ ነጋዴዎች፤ አነስተኛ ብድር፣ ቁጠባ፣ መድን፣ እና የመሳሰሉ የፋይናንስ አገልግሎቶች የሚሰጥበት አሠራር ነው፡፡ ይህም ተጠቃሚዎች ገቢያቸውን ለማሳደግ እና ፋይናንስ-ነክ ችግሮቻቸውን ለማቃለል ያግዛቸዋል፡፡,"Microfinance refers to financial services like small loans, savings, and insurance provided to low-income individuals or small businesses who typically lack access to traditional banking. It helps users grow their income and manage financial risks.",በገጠር ያለች አንዲት ግለሰብ የአትክልት ንግድ ለመጀመር ከአነስተኛ የፋይናንስ ተቋም ጥቂት ገንዘብ ከተበደረች በኋላ፤ ተመላሽ ብድሩን በሞባይል-ገንዘብ አማካኝነት በየሳምንቱ ከፍላ ጨረሰች፡፡,A woman in a rural area borrows a small amount from a microfinance institution to start a vegetable business and repays it weekly through a mobile money agent.,1.0
am-050,Microinsurance,አነስተኛ መድን,am,Product/Instrument,ዝቅተኛ ገቢ ላላቸው ሰዎች ተደራሽ እንዲሆን እና የመግዛት አቅማቸውን ባገናዘበ መልኩ የተዘጋጀ የመድን አገልግሎት ዓይነት ነው፡፡ አገልግሎቱ አብዛኛውን ጊዜ፤ እንደ አስቸኳይ የጤና እክል፣ የሰብል ውድመት፣ ወይም አደጋ የመሳሰሉ የትናንሽ ጉዳቶችን ካሣ የሚሸፍን፤ እንዲሁም ባብዛኛው በእጅ ስልክ ወይም በወኪሎች አማካኝነት የሚሰጥ ነው፡፡,"A type of insurance designed to be affordable and accessible for low-income individuals. It usually covers small risks like health emergencies, crop loss, or accidents and is often offered through mobile phones or agents.",አቶ አበበ ጠቅላላ የካሳ ሽፋኑ ከ5 ሺህ ብር የማይዘል የስርቆት መድን አገልግሎት የገዛ ሲሆን፤ የአገልግሎት ዓይነቱ ከአነስተኛ መድን የሚመደብ ነው፡፡ አቶ አበበ፤ በእጅ ስልኩ ላይ በጫነው የመድን ድርጅቱ መተግበሪያ አማካኝነት ለአገልግሎቱ የተመዘገበ ሲሆን፤ ወርኃዊ የአረቦን ክፍያውንም (ማለትም 30 ብር) በሞባይል-ዋሌቱ በየወሩ መባቻ እየከፈለ ይገኛል፡፡,,1.0
am-051,Mobile Banking,የሞባይል-ባንክ አገልግሎት,am,Channel,የሞባይል ባንክ አገልግሎት፤ ተጠቃሚዎች በእጅ ስልካቸው አማካኝነት ወደ ባንክ ሒሳባቸው መግባት እና ማንቀሳቀስ ያስችላቸዋል፡፡ ይህም፤ ወደ ባንኩ ቅርንጫፍ በአካል መሄድ ሳያሻቸው፤ ቀሪ ገንዘብን ማወቅ፣ ገንዘብ ማስተላለፍ፣ ለግልጋሎቶች ክፍያ መፈጸም፣ እንዲሁም የፋይናንስ አገልግሎቶች መጠየቅን/ማመልከትን ይጨምራል፡፡,"Mobile banking is a service that allows users to access and manage their bank accounts using a mobile phone. It includes checking balances, transferring money, paying bills, and applying for financial products without visiting a bank branch.",አቶ ከበደ የዳሽን ባንክ ደንበኛ ሲሆን፤ በእጅ ስልኩ ላይ የዳሽን ባንክን መተግበሪያ ጭኗል፡፡ በመተግበሪያው አማኝነት ቀሪ ገንዘቡን ከተመለከተ በኋላ ለጓደኛው ገንዘብ ላከለት፡፡ ይህንን ሁሉ ያከናወነው በአካል ወደ ባንኩ ቅርንጫፍ ሳይሄድ በእጅ ስልኩ ብቻ ሰለሆነ፤ አቶ ከበደ የሞባይል-ባንክ አገልግሎትን በአግባቡ መጠቀም ችሏል፡፡,A user checks their account balance and transfers money to a friend using their bank’s mobile app.,1.0
am-052,Mobile Money,የሞባይል-ገንዘብ (እንደ አገባቡ የሞባይል-ገንዘብ አገልግሎት),am,Channel,"የሞባይል-ገንዘብ አገልግሎት፤ ተጠቃሚዎች በእጅ ስልካቸው አማካኝነት ገንዘብ ማስቀመጥ፣ መላክ፣ እና መቀበል የሚያስችላቸው አገልግሎት ነው፡፡ ለዚህ አገልግሎት የባንክ ሒሳብ መኖር ግድ የማይል እና አብዛኛውን ጊዜ በሞባይል-ገንዘብ ወኪሎች ወይም በእጅ ስልክ መተግበሪያዎች አማካኝነት የሚከናወን ነው፡፡ 
ሆኖም የሲም ካር (የስልክ ቁጥር) ሊኖር ያስፈልጋል፡፡","Mobile money is a service that allows users to store, send, and receive money using their mobile phones. It does not require a bank account and is often used through mobile agents or apps. 
But one needs to have a SIM card or a phone number.",የባንክ ሒሳብ የሌለው አንድ ግለሰብ፤ ወርኃዊ ደሞዙ በቀጥታ ወደ ራሱ የሞባይል-ዋሌት ገቢ ስለተደረገለት፤ በዩ/ኤስ/ኤስ/ዲ/ ኮድ አማካኝነት የኤሌክትሪክ ቢሉን ለመክፈል ችሏል፡፡,A user without a bank account receives their monthly salary directly into their mobile money wallet and pays for electricity using a USSD code.,1.0
am-053,Mobile Network Operator,የሞባይል ኔትዎርክ አገልግሎት ሰጪ,am,,የሞባይል ኔትዎርክ አገልግሎት ሰጪ ማለት፤ ድምጽ፣ መልእክት፣ እና ዳታን ጨምሮ የገመድ-አልባ የኮሚዩኒኬሽን አገልግሎቶችን የሚሰጥ ድርጅት ነው፡፡ እንደ ኢትዮ ቴሌኮም ያሉ የሞባይል ኔትዎርክ አገልግሎት ሰጪዎች፤ የኔትወርክ መሠረተ-ልማታቸውን እና የደንበኞቻቸውን ተደራሽነት እንደ መልካም አጋጣሚ በመጠቀም፤ ሞባይል-ገንዘብን የመሳሰሉ (ለምሳሌ ቴሌ ብር) በእጅ ስልክ የሚከወኑ የፋይናንስ አገልግሎቶችን ለመጠቀም ያስችላሉ፡፡,"A Mobile Network Operator is a company that provides wireless communication services, including voice, SMS, and data. MNOs such as Ethiotelcom also enable mobile financial services like mobile money by offering the network infrastructure and customer access.",አንድ ተጠቃሚ በሞባይል ኔትዎርክ አገልግሎት ሰጪው (ለምሳሌ ኢትዮ ቴሌኮም) የስልክ መስመር (ለምሳሌ 127) ላይ የዩ/ኤስ/ኤስ/ዲ/ ኮድን በማስገባት ለሞባይል-ገንዘብ አገልግሎት መመዝገብ ስለቻለ (ለምሳሌ ቴሌ ብር)፤ የበይነ-መረብ (ኢንተርኔት) ግንኙነት ሳያስፈልገው በእጅ ስልኩ ገንዘብ መላክ እና መቀበል ጀምሯል፡፡,A user registers for mobile money through a mobile network operator’s USSD code and uses their phone to send money without needing internet access.,1.0
am-054,Near Field Communication,የቅርብ-ለቅርብ መገናኛ,am,,የቅርብ-ለቅርብ መገናኛ (Near Field Communication) ማለት፤ ተቀራርበው ያሉ የኤሌክትሮኒክ መሣሪያዎች ርስበርስ ዳታ ለመቀባባል የሚያስችላቸው፤ የዐጭር ርቀት ገመድ-አልባ ቴክኖሎጂ ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት ማእቀፍ ውስጥ ሲታይ፤ የቅርብ-ለቅርብ መገናኛ፤ የእጅ ስልክን ወይም ካርድን የክፍያ ተርሚናል ላይ በማስጠጋት ብቻ ወይም ያለ ንክኪ ለመገልገል የሚያስችል ዘዴ ነው፡፡,"Near Field Communication is a short-range wireless technology that allows devices to exchange data when they are close together. In financial services, NFC is used for contactless payments by tapping a phone or card near a payment terminal.",አቶ ከበደ ለሸመተው አስቤዛ፤ የይለፍ ቃል/ቁጥር ማስገባት ሳያስፈልገው ስማርት የእጅ ስልኩን ወደ ነጋዴው የፖስ ማሽን በማስጠጋት ብቻ ክፍያ ፈጽሟል፡፡ ይህም የሆነበት ምክንያት፤ የነጋዴው የፖስ ማሽን የቅርብ-ለቅርብ መገናኛ ቴክኖሎጂ ስለተገጠመለት ነው፡፡,A user pays for groceries by tapping their smartphone on a merchant’s NFC-enabled point-of-sale device without entering a PIN.,1.0
am-055,Offline Access,ያለ በይነ-መረብ ተደራሽ/ነት,am,Channel,የበይነ-መረብ ግንኙነት ሳያስፈልግ የዲጂታል ፋይናንስ አገልግሎቶችን የመገልገል ዘዴ ነው፡፡ ይህም ባብዛኛው በዩ/ኤስ/ኤስ/ዲ/ ኮዶች፣ በአጭር የጽሑፍ መልእክት አገልግሎት፣ ወይም በወኪል አማካኝነት ሲሆን፤ ውሱን ሞገድ ባላቸው አካባቢዎች ላሉ ተጠቃሚዎች አገልግሎቱን ይበልጥ አካታች ያደርገዋል፡፡,"Offline access refers to the ability to use digital financial services without needing an internet connection. This is often done through USSD codes, SMS, or agent-assisted transactions, making services more inclusive for users in areas with limited connectivity.",ወ/ት ከበደች፤ ያለ በይነ-መረብ በመደበኛ የእጅ ስልኳ አማካኝነት የሞባይል-ዋሌትዋ ላይ ያላትን ቀሪ ገንዘብ ካጣራች በኋላ፤ የዩ/ኤስ/ኤስ/ዲ/ ኮዶችን በማስገባት ገንዘብ ላከች፡፡,A user checks their mobile wallet balance and sends money using a USSD code on a basic phone without internet access.,1.0
am-056,One-Time Password (OTP),የአንድ ጊዜ የይለፍ ቃል,am,,አንድ ተጠቃሚ ወደ ሒሳቡ ሲገባ ወይም ውርኝት ሲያካሄድ፤ ማንነቱን ለማጣራት ለተጠቃሚው በስልክ ወይም በኢሜይል የሚላክ ጊዜያው ኮድ ነው፡፡ ለዐጭር ጊዜ የሚቆይ እና ለአንዴ ብቻ የሚያገለግል በመሆኑ፤ ተጠቃሚዎችን ከማጭበርበር ድርጊት ይጠብቃቸዋል፡፡,"An OTP is a temporary code sent to a user’s phone or email to verify their identity during a transaction or login. It is valid for a short time and can only be used once, helping protect users from fraud.",አንድ ተጠቃሚ ከሞባይል-ዋሌቱ ገንዘብ እንዲተላለፍለት ካዘዘ በኋላ፤ ትዕዛዙ በእርግጥ የእርሱ ስለመሆኑ ለማጣራት ባለ ስድስት አኃዝ/ዲጂት የአንድ ጊዜ የይለፍ ቃል ያዘለ አጭር የጽሑፍ መልእክት ደረሰው፡፡,A user receives a 6-digit OTP via SMS to confirm a money transfer from their mobile wallet.,1.0
am-057,Payee,ተከፋይ,am,Role/Actor,ተከፋይ ማለት፤ በፋይናንስ ውርኝት አማካኝነት ገንዘብ የሚቀበል ግለሰብ ወይም ድርጅት ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት ማእቀፍ ውስጥ ሲታይ፤ ተከፋዩ አካል በሞባይል-ገንዘብ፣ በባንክ ሐዋላ፣ ወይም በሌሎች አማራጮች ገንዘብ የሚቀበል ነጋዴ፣ አገልግሎት ሰጪ፣ ወይም ግለሰብ ሊሆን ይችላል፡፡,"A payee is the person or organization who receives money in a financial transaction. In digital financial services, the payee can be a merchant, service provider, or individual receiving funds through mobile money, bank transfer, or other channels.",አንድ ግለሰብ ለቤት አከራዩ በሞባይል-ዋሌት የኪራይ ክፍያ ላከ፡፡ በዚህ ውርኝት ላይ አከራዩ ተከፋይ ነው፡፡,A user sends rental money to their landlord using a mobile wallet. The landlord is the payee in this transaction.,1.0
am-058,Payer,ከፋይ,am,Role/Actor,ከፋይ ማለት፤ በፋይናንስ ውርኝት አማካኝነት ገንዘብ የሚልክ ግለሰብ ወይም ድርጅት ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት ማእቀፍ ውስጥ ሲታይ፤ ከፋዩ በሞባይል-ዋሌት፣ በባንክ መተግበሪያ፣ ወይም በዩ/ኤስ/ኤስ/ዲ/ ኮድ እና በመሳሰሉት ዘዴዎች አማካኝነት የክፍያ ሂደቱን የጀመረው አካል ነው፡፡,"A payer is the person or organization who sends money in a financial transaction. In digital financial services, the payer initiates the payment using tools like mobile wallets, bank apps, or USSD codes.",አቶ ከበደ የኤሌክትሪክ ቢሉን በሞባይል-ዋሌቱ ከፈለ፡፡ በዚህ ውርኝት ላይ አቶ ከበደ ከፋይ ነው፡፡,A user pays their electricity bill using their mobile wallet. The user is the payer in this transaction.,1.0
am-059,Paying Bills,ቢሎችን መክፈል,am,Use case,ቢሎችን መክፈል ማለት፤ እንደ ኤሌክትሪክ፣ ውሃ፣ ስልክ፣ ወይም የትምህርት ቤት ክፍያ የመሳሰሉ ቋሚ የፋይናንስ ግዴታዎችን መወጣት ነው፡፡ በዲጂታል ፋይናንስ አገልግሎት ማእቀፍ ሲታይ፤ ተጠቃሚዎች የሞባይል-ዋሌትን፣ የባንክ መተግበሪያን፣ ወይም የዩ/ኤስ/ኤስ/ዲ/ ኮድን በመጠቀም በኤሌክትሮኒክ ዘዴ ቢሎችን መክፈል ይችላሉ፡፡,"Paying bills refers to settling regular financial obligations such as electricity, water, phone, or school fees. In digital financial services, users can pay bills electronically using mobile wallets, banking apps, or USSD codes.",ወ/ት አበበች ወርኃዊ የኤሌክትሪክ ቢሏን፤ ወደ ኤሌክትሪክ ኃይል ኮርፖሬሽን ቅርንጫፍ ሳትሄድ፤ የዩ/ኤስ/ኤስ/ዲ/ ኮድ በማስገባት ከሞባይል-ዋሌትዋ አውጥታ ከፈለች፡፡,A user pays their monthly electricity bill using a USSD code from their mobile money wallet without visiting the utility office.,1.0
am-060,Payment Gateway,የክፍያ አውታር,am,Technology,የንግድ ድርጅቶች ወይም ነጋዴዎች፤ በካርዶች ወይም በሞባይል-ገንዘብ አማካኝነት ክፍያዎችን በበይነ-መረብ እንዲቀበሉ የሚያግዝ ዘዴ ነው፡፡ የክፍያ መረጃዎችን ከደንበኛው ወደ ደንበኛው የሚገለገልበት ባንክ በሚሥጥር ከላከ በኋላ፤ ክፍያው ይሁንታ ስለማግኘቱ ለነጋዴው ያሳውቀዋል፡፡,"A payment gateway is a tool that helps businesses accept payments online through cards, or mobile money. It safely sends payment information from the customer to the bank and tells the business if the payment was approved.",በበይነ-መረብ ሲሸምቱ እና የካርድ መረጃዎን ሲያስገቡ፤ የክፍያ አውታሩ የእርስዎ ካርድ መሥራት/አለመሥራቱን ካጣራ በኋላ ክፍያውን እንዲፈጽሙ ይረዳዎታል፡፡,"When you buy something online and enter your card details, the payment gateway checks if your card works and helps complete the payment.",1.0
am-061,Payment Instrunment Issuer,የክፍያ መፈጸሚያ ሰነድ አውጪ,am,,የክፍያ መፈጸሚያ ሰነድ አውጪ ማለት፤ እንደ ኢ-ገንዘብ፣ ባለስንቅ ካርድ (debit card)፣ የብድር ካርድ (credit card)፣ ቅድመ-ክፍያ ካርድ (prepaid card) የመሳሰሉ ለክፍያ የሚውሉ መጠቀሚያዎችን የሚሰጥ የፋይናንስ ተቋም ነው፡፡ የተጠቃሚው ገንዘብ በተጠቀሰው አካል ዘንድ ሊቀመጥም ላይቀመጥም ይችላል፤ ሆኖም አውጪው አካል ባሉት የግንኙነት መረቦች አማኝነት የተጠየቀው ገንዘብ መኖሩን በማጣራት የውርኝቱን ጤንነት የማረጋገጥ ኃላፊነት አለበት፡፡,"A Payment Instrument Issuer is a financial institution hat issues tools like eMoney, debit cards, credit cards, or prepaid cards used to make payments. These issuers may not hold the user’s funds directly but ensure secure transactions by verifying fund availability through connected systems.",አንድ የፊንቴክ ድርጅት ከተጠቃሚው የሞባይል-ዋሌት ጋር የተሳሰረ የቅድመ-ክፍያ ካርድ (ማለትም የክፍያ መፈጸሚያ ሰነድ) አውጥቶ ለተጠቃሚው ሰጥቶታል፡፡ ተጠቃሚው በቅድመ-ክፍያ ካርዱ ዕቃ ሲገዛ፤ በሞባይል-ዋሌቱ ውስጥ በቂ ገንዘብ ስለመኖሩ አውጪው ካረጋገጠ በኋላ ውርኝቱ እንዲቀጥል ፈቃድ ይሰጣል፡፡,"A fintech company issues a prepaid card linked to a user’s mobile wallet. When the user makes a purchase, the issuer checks if there are enough funds and authorizes the transaction",1.0
am-062,Payment system,የክፍያ ሥርዓት,am,Concepts,ሰዎች፣ ነጋዴዎች፣ እና ባንኮች ገንዘብን ደኅንነቱ በተጠበቀ አኳኋን እና በፍጥነት ለመላክ እና ለመቀበል የሚያስችላቸው አሠራር ነው፡፡ ይህም ለገንዘብ ዝውውር የሚያስፈልጉ ቁሳቁሶችን፣ ሕግጋትን፣ እና አገልግሎቶችን ይጨምራል፡፡,"A payment system is a way for people, businesses, and banks to send and receive money safely and quickly. It includes the tools, rules, and services that make money transfers possible.",የገንዘብ ሥርጭትን የሚቆጣጠረው ብሔራዊ ባንክ፣ የንግድ ባንኮች፣ የፋይናንስ ሕጎች እና ደንቦች፣ ፊንቴኮች፣ ወኪሎች፣ የሞባይል ኔትዎርክ አገልግሎት ሰጪዎች፣ አገር-አቀፍ ስዊች፣ እና ሌሎች አጋዥ ዘርፎች የክፍያ ሥርዓቱ አንድ አካል ናቸው፡፡ አንዳቸው ላይ የሚገጥመው መሰናክል በመላው የክፍያ ሥርዓቱ ላይ ተጽእኖ ይፈጥራል፡፡,,1.0
am-063,Payment System Operator,የክፍያ ሥርዓት ኦፕሬተር,am,Roles/Players,ገንዘብ በሰዎች፣ በነጋዴዎች፣ እና በባንኮች መካከል እንዲሽከረከር የሚያደርገውን ሥርዓት የሚመራ እና የሚያስተዳድር ድርጅት ነው፡፡,"A payment system operator is an organization that manages and runs the system used to move money between people, businesses, and banks",እንደእነ ኢት ስዊች፣ አሪፍፔይ፣ ቻፓ፣ እና ሳንቲምፔይ የመሳሰሉት የክፍያ ሥርዓት ኦፕሬተሮች ሲሆኑ፤ የክፍያ ትዕዛዞችን ተቀብለው አግባብነቱን ያጣራሉ፤ ክፍያዎችን ያቀባብላሉ ወይም ይፈጽማሉ፤ ሒሳብ ያስታርቃሉ፤ ብሎም የክፍያ ማስረጃዎችን/ደረሰኞችን ይሰጣሉ፡፡,"EthSwitch, PSS, Arifpay, Chapa, Santimpay",1.0
am-064,Peer to peer lending,የአቻ-ለአቻ-ብድር (እንዳግባቡ አቻ-ለአቻ መበዳደር),am,Use case,የአቻ-ለአቻ-ብድር/መበዳደር ማለት፤ ያለ ባንክ ጣልቃ-ገብነት አንድ ሰው ለሌላ ሰው የሚያበድረው ገንዘብ ነው፡፡ የዲጂታል ፕላትፎርም አበዳሪውን እና ተበዳሪውን በማገናኘት፤ የብድር ሂደቱን ያግዛል፡፡,"Peer-to-peer lending is when people lend money directly to other people without using a bank. A digital platform connects the lender and the borrower, and helps manage the loan process.",አንድ ባለሱቅ ሸቀጥ ገዝቶ ሱቁን ለማሟላት ፈለገ፡፡ ወደ ባንክ ከመሄድ ይልቅ፤ በዲጂታል ፕላትፎርም ከሰው ተበደረ፡፡ ፕላትፎርሙ ሁለቱ ወገኖች በብድሩ መጠን፤ በመመለሻው ጊዜ፣ እና በወለዱ ላይ አስማምቶ አበዳደራቸው፡፡,"A small shop owner needs money to buy stock. Instead of going to a bank, they borrow from another person through a digital platform. The platform helps both sides agree on the amount, repayment time, and interest.",1.0
am-065,Platform,ፕላትፎርም,am,Concept,ፕላትፎርም ማለት፤ ሰዎች እንደ ገንዘብ መላክ፣ መበደር፣ መቆጠብ፣ እና ክፍያዎችን መፈጸም የመሳሰሉ የፋይናንስ አገልግሎቶችን መጠቀም የሚያስችላቸው የዲጂታል ከባቢ ወይም ሥርዓት ነው፡፡ በበይነ-መረብ ወይም በእጅ ስልክ ኔትዎርክ አማካኝነት ተጠቃሚዎችን ከአገልግሎት ሰጪዎች ጋር ያገናኛል፡፡,"A platform is a digital space or system that allows people to use financial services like sending money, borrowing, saving, or making payments. It connects users and service providers through the internet or mobile networks.",አንድ የገጠር ነዎሪ ገንዘብ መላክ፣ ቀሪ ገንዘብን ማወቅ፣ ወይም ከሞባይል-ዋሌት ብድር መጠየቅ የመሳሰሉ ጉዳዮችን ለማከናወን፤ የእጅ ስልኩ አስቻይ የዲጂታል ከባቢን ይፈጥርለታል፡፡ ይህ የዲጂታል ከባቢ ፕላትፎርም ይሰኛል፤ ወደ ባንክ ቅርንጫፍ መሄድ ሳያስፈልግ ሰዎችን ከፋይናንስ አገልግሎቶች ጋር ያገናኛል፡፡,"A person in a rural area uses their mobile phone to access a digital space where they can send money, check their balance, or apply for a loan. That digital space is called a platform — it connects them to financial services without needing to visit a bank.",1.0
am-066,Point of Sale Device (POS),ፖስ ማሽን,am,Technology/Channel,ነጋዴዎች ከደንበኞቻቸው ክፍያ የሚቀበሉበት የኤሌክትሮኒክ መሣሪያ ነው፡፡ ካርዶችን ወይም በእጅ ስልክ የሚደረጉ የክፍያ መረጃዎችን አንብቦ ውርኝቱን ይፈጽማል፡፡,A Point of Sale (POS) device is a machine used by merchants to accept payments from customers. It reads cards or mobile payment information and helps complete the transaction.,አንድ መደብር ሸመታቸውን በካርድ ወይም በሞባይል-ዋሌት አማካኝነት መክፈል የሚሹ ደንበኞችን የሚያስተናግድበት ፖስ ማሽን አለው፡፡ ማሽኑ ክፍያዎችን በአስተማማኝ ሁኔታ እና ወዲያውኑ ለመቀበል ያስችለዋል፡፡,A small shop in a town uses a machine to accept payments from customers who want to pay using a card or mobile wallet. The device helps the shopkeeper receive the money instantly and safely.,1.0
am-067,Quick Response (QR) Code,ኪው/አር/ ኮድ,am,Technology,በእንግሊዝኛ ምሕፃረ-ቃሉ ኪው/አር/ ኮድ ማለት፤ በማሽን የሚነበብ የዲጂታል ኮድ ሲሆን፤ በውስጡ መረጃዎችን የያዘ ምስል ነው፡፡ ሰዎች በእጅ ስልካቸው ስካን በማድረግ ክፍያ ለመፈጸም፣ ገንዘብ ለመቀበል፣ ወይም ሌሎች አገልግሎቶችን ለማግኘት ይጠቀሙበታል፡፡ ሰዎችን ከፋይናንስ አገልግሎቶች ጋር በፍጥነት እና በቀላል ለማገናኘት ያግዛል፡፡,"A QR code is a type of digital barcode that stores information. People can scan it using a phone to make payments, receive money, or access services. It helps connect users to financial services quickly and easily.",አንድ መደብር፤ ኪው/አር/ ኮድ አትሞ ሰቅሏል፡፡ ደንበኞች በእጅ ስልካቸው ኮዱን ስካን በማድረግ ብቻ ያለ ጥሬ-ገንዘብ ክፍያ መፈጸም ይችላሉ፡፡ ክፍያውም በቀጥታ ወደ መደብሩ ባለቤት የሒሳብ ቁጥር ውስጥ ይገባል፡፡,A small business displays a printed QR code at their shop. Customers scan the code with their phones to pay without using cash. The payment goes directly to the shop owner's account.,1.0
am-068,Recurrent Payment,ቋሚ ክፍያ,am,Process,ቋሚ ክፍያ ማለት፤ ያለ ተጨማሪ ትዕዛዝ ወይም በግብረ-ራስ (automatically) በየተወሰነ የጊዜ ልዩነት (ለምሳሌ በየሳምንቱ፣ በየወሩ፣ በየዓመቱ፣ ወዘተ) የሚፈጸም ክፍያ ነው፡፡ ተጠቃሚው አንዴ ብቻ በሚሰጠው ትዕዛዝ፤ የአሠራር ሥርዓቱ በጊዜ ሰሌዳው መሠረት ጠብቆ ክፍያውን ይፈጽማል፡፡,"A recurrent payment is a payment that happens automatically at regular times — like weekly, monthly, or yearly. The user gives permission once, and the system keeps making the payment on schedule.","አቶ ከበደ እስካሁን ለዩኒቨርስቲ ተማሪ ወንድሙ የሚልክለትን ወርኃዊ ተቆራጭ የሚስገባው፤ በየወሩ መባቻ (በ1) ወደ ባንክ ቅርንጫፍ በአካል ሄዶ ወደ ተማሪው የባንክ ሒሳብ ጥሬ-ገንዘብ በማስገባት ነበር፡፡
አቶ ከበደ የሞባይል-ባንክ መጠቀም ከጀመረ በኋላ ግን፤ በባንኩ መተግበሪያ አማካኝነት የቋሚ ክፍያ አገልግሎትን በማስጀመር፤ ተቆራጩን ከራሱ ሒሳብ ቀንሶ ወደ ተማሪው ሒሳብ በየወሩ መባቻ ላይ ሁሌ እንዲገባ ማድረግ ችሏል፡፡ ስለዚህ ባንኩ በየወሩ አስታዋሽ ሳያስፈልገው የተመደበውን ክፍያ በታዘዘው ዕለት ለተማሪው እያስገባ ይገኛል፡፡","A person subscribes to a service and agrees to pay every month. Instead of sending the money each time, the system takes the payment from their account automatically every month. This is a recurrent payment.",1.0
